# Number of Buses, Number of Lines, and The Reference Bus
118 186

# Lines
# Line No, From Bus, To Bus, Admittance (0 if unknown) 
# If a line is unknown, then either From Bus or To Bus, or the both are zero.
1	1	2
2	1	3
3	4	5
4	3	5
5	5	6
6	6	7
7	8	9
8	8	5
9	9	10
10	4	11
11	5	11
12	11	12
13	2	12
14	3	12
15	7	12
16	11	13
17	12	14
18	13	15
19	14	15
20	12	16
21	15	17
22	16	17
23	17	18
24	18	19
25	19	20
26	15	19
27	20	21
28	21	22
29	22	23
30	23	24
31	23	25
32	26	25
33	25	27
34	27	28
35	28	29
36	30	17
37	8	30
38	26	30
39	17	31
40	29	31
41	23	32
42	31	32
43	27	32
44	15	33
45	19	34
46	35	36
47	35	37
48	33	37
49	34	36
50	34	37
51	38	37
52	37	39
53	37	40
54	30	38
55	39	40
56	40	41
57	40	42
58	41	42
59	43	44
60	34	43
61	44	45
62	45	46
63	46	47
64	46	48
65	47	49
66	42	49
67	42	49
68	45	49
69	48	49
70	49	50
71	49	51
72	51	52
73	52	53
74	53	54
75	49	54
76	49	54
77	54	55
78	54	56
79	55	56
80	56	57
81	50	57
82	56	58
83	51	58
84	54	59
85	56	59
86	56	59
87	55	59
88	59	60
89	59	61
90	60	61
91	60	62
92	61	62
93	63	59
94	63	64
95	64	61
96	38	65
97	64	65
98	49	66
99	49	66
100	62	66
101	62	67
102	65	66
103	66	67
104	65	68
105	47	69
106	49	69
107	68	69
108	69	70
109	24	70
110	70	71
111	24	72
112	71	72
113	71	73
114	70	74
115	70	75
116	69	75
117	74	75
118	76	77
119	69	77
120	75	77
121	77	78
122	78	79
123	77	80
124	77	80
125	79	80
126	68	81
127	81	80
128	77	82
129	82	83
130	83	84
131	83	85
132	84	85
133	85	86
134	86	87
135	85	88
136	85	89
137	88	89
138	89	90
139	89	90
140	90	91
141	89	92
142	89	92
143	91	92
144	92	93
145	92	94
146	93	94
147	94	95
148	80	96
149	82	96
150	94	96
151	80	97
152	80	98
153	80	99
154	92	100
155	94	100
156	95	96
157	96	97
158	98	100
159	99	100
160	100	101
161	92	102
162	101	102
163	100	103
164	100	104
165	103	104
166	103	105
167	100	106
168	104	105
169	105	106
170	105	107
171	105	108
172	106	107
173	108	109
174	103	110
175	109	110
176	110	111
177	110	112
178	17	113
179	32	113
180	32	114
181	27	115
182	114	115
183	68	116
184	12	117
185	75	118
186	76	118

# Measurements (the maximum number of possible measurements is 2 x #lines + #buses, though all of them may not be recorded)
# Measurement No, Measurements Taken?, Secured?, Attacker has the ability to alter?
1	1
2	1
3	1
4	1
5	0
6	0
7	1
8	1
9	0
10	1
11	1
12	1
13	0
14	1
15	1
16	1
17	1
18	1
19	1
20	1
21	1
22	1
23	1
24	0
25	0
26	1
27	1
28	0
29	1
30	1
31	1
32	0
33	1
34	1
35	1
36	1
37	1
38	1
39	1
40	1
41	1
42	1
43	1
44	0
45	1
46	1
47	1
48	1
49	0
50	0
51	1
52	1
53	0
54	1
55	1
56	1
57	0
58	1
59	1
60	1
61	1
62	1
63	1
64	0
65	1
66	1
67	1
68	1
69	1
70	1
71	0
72	1
73	1
74	1
75	1
76	0
77	0
78	1
79	1
80	0
81	1
82	1
83	1
84	0
85	1
86	1
87	1
88	1
89	1
90	1
91	1
92	1
93	1
94	1
95	0
96	0
97	1
98	1
99	0
100	1
101	1
102	1
103	0
104	1
105	1
106	1
107	1
108	1
109	1
110	1
111	1
112	1
113	0
114	0
115	1
116	1
117	0
118	1
119	1
120	1
121	1
122	1
123	1
124	1
125	0
126	0
127	1
128	1
129	0
130	1
131	1
132	1
133	0
134	1
135	1
136	1
137	1
138	1
139	1
140	1
141	0
142	0
143	1
144	1
145	0
146	1
147	1
148	1
149	0
150	1
151	1
152	1
153	1
154	1
155	1
156	1
157	1
158	1
159	0
160	1
161	1
162	1
163	1
164	0
165	0
166	1
167	1
168	0
169	1
170	1
171	1
172	0
173	1
174	1
175	1
176	1
177	1
178	1
179	1
180	1
181	1
182	1
183	1
184	1
185	0
186	0
187	1
188	1
189	0
190	1
191	1
192	1
193	0
194	1
195	1
196	1
197	1
198	1
199	1
200	1
201	0
202	0
203	1
204	1
205	0
206	1
207	1
208	1
209	0
210	1
211	1
212	1
213	1
214	1
215	1
216	1
217	0
218	0
219	1
220	1
221	0
222	1
223	1
224	1
225	0
226	1
227	1
228	1
