# Number of Buses, Number of Lines, and The Reference Bus
30 41


# Lines
# Line No, From Bus, To Bus, Admittance (0 if unknown) 
# If a line is unknown, then either From Bus or To Bus, or the both are zero.
1	1	2
2	1	3
3	2	4
4	3	4
5	2	5
6	2	6
7	4	6
8	5	7
9	6	7
10	6	8
11	6	9
12	6	10
13	9	11
14	9	10
15	4	12
16	12	13
17	12	14
18	12	15
19	12	16
20	14	15
21	16	17
22	15	18
23	18	19
24	19	20
25	10	20
26	10	17
27	10	21
28	10	22
29	21	23
30	15	23
31	22	24
32	23	24
33	24	25
34	25	26
35	25	27
36	28	27
37	27	29
38	27	30
39	29	30
40	8	28
41	6	28

# Measurements (the maximum number of possible measurements is 2 x #lines + #buses, though all of them may not be recorded)
# Measurement No, Measurements Taken?, Secured?, Attacker has the ability to alter?
1	1
2	1
3	1
4	0
5	1
6	1
7	1
8	0
9	0
10	1
11	1
12	0
13	1
14	1
15	0
16	0
17	1
18	1
19	0
20	0
21	1
22	1
23	1
24	0
25	1
26	0
27	1
28	0
29	1
30	1
31	0
32	1
33	1
34	1
35	0
36	1
37	0
38	1
39	1
40	0
41	1
42	1
43	1
44	0
45	1
46	1
47	1
48	0
49	1
50	1
51	0
52	1
53	1
54	0
55	1
56	1
57	1
58	1
59	1
60	0
61	0
62	1
63	1
64	0
65	0
66	1
67	1
68	0
69	1
70	0
71	1
72	1
73	0
74	1
75	1
76	1
77	0
78	1
79	1
80	1
81	1
82	1
83	0
84	1
85	1
86	1
87	1
88	0
89	1
90	1
91	1
92	0
93	1
94	1
95	1
96	1
97	0
98	1
99	1
100	0
101	1
102	1
103	1
104	1
105	1
106	1
107	1
108	0
109	0
110	1
111	0
112	1
