# Number of Buses, Number of Lines
300 411

# Lines
# Line No, From Bus, To Bus, Admittance (0 if unknown) 
# If a line is unknown, then either From Bus or To Bus, or the both are zero.
1	1	5
2	2	6
3	2	8
4	3	7
5	3	19
6	3	150
7	3	1
8	3	2
9	3	4
10	4	16
11	5	9
12	7	12
13	7	131
14	7	5
15	7	6
16	8	11
17	8	14
18	9	11
19	10	11
20	11	13
21	12	21
22	12	10
23	13	20
24	14	15
25	15	37
26	15	89
27	15	90
28	15	17
29	16	42
30	16	15
31	19	21
32	19	87
33	20	22
34	20	27
35	21	24
36	21	20
37	22	23
38	23	25
39	24	18
40	24	23
41	25	26
42	26	27
43	26	28
44	33	34
45	33	38
46	33	40
47	33	41
48	34	42
49	35	72
50	35	76
51	35	77
52	36	88
53	36	35
54	37	265
55	37	38
56	37	40
57	37	41
58	37	49
59	37	89
60	37	90
61	38	41
62	38	43
63	39	42
64	40	48
65	41	42
66	41	49
67	41	51
68	42	46
69	43	44
70	43	48
71	43	53
72	44	47
73	44	54
74	45	60
75	45	74
76	45	44
77	45	46
78	46	81
79	47	73
80	47	113
81	48	107
82	49	51
83	51	52
84	52	55
85	53	54
86	54	55
87	55	57
88	57	58
89	57	63
90	58	59
91	59	61
92	60	62
93	62	64
94	62	144
95	62	61
96	63	32
97	63	64
98	69	211
99	69	79
100	70	71
101	70	50
102	71	72
103	71	73
104	72	77
105	72	56
106	73	76
107	73	79
108	73	74
109	74	88
110	74	66
111	76	77
112	77	78
113	77	80
114	77	65
115	77	67
116	78	79
117	78	84
118	79	211
119	80	211
120	81	194
121	81	195
122	81	88
123	83	120
124	85	86
125	85	99
126	86	87
127	86	30
128	86	102
129	87	94
130	89	91
131	90	92
132	91	94
133	91	97
134	92	103
135	92	105
136	94	97
137	95	1
138	96	2
139	97	100
140	97	102
141	97	103
142	98	100
143	98	102
144	99	107
145	99	108
146	99	109
147	99	110
148	100	102
149	101	3
150	102	104
151	103	105
152	104	108
153	104	29
154	105	107
155	105	110
156	106	11
157	108	31
158	109	110
159	109	113
160	109	114
161	110	112
162	111	12
163	112	114
164	114	207
165	115	122
166	116	120
167	116	124
168	117	118
169	118	119
170	118	83
171	118	121
172	119	120
173	119	121
174	119	75
175	120	82
176	121	115
177	122	123
178	122	125
179	122	157
180	123	124
181	123	125
182	125	126
183	126	127
184	126	129
185	126	132
186	126	157
187	126	158
188	126	169
189	127	128
190	127	134
191	127	168
192	128	130
193	128	133
194	129	130
195	129	133
196	130	132
197	130	151
198	130	167
199	130	168
200	130	131
201	130	150
202	132	170
203	133	137
204	133	168
205	133	169
206	133	171
207	134	135
208	134	184
209	135	136
210	136	137
211	136	152
212	137	140
213	137	181
214	137	186
215	137	188
216	139	172
217	140	141
218	140	142
219	140	145
220	140	146
221	140	147
222	140	182
223	141	146
224	141	174
225	142	143
226	142	175
227	143	145
228	143	149
229	143	144
230	143	148
231	145	146
232	145	149
233	145	180
234	146	147
235	148	178
236	148	179
237	151	170
238	152	153
239	153	161
240	153	183
241	154	156
242	154	183
243	155	161
244	155	156
245	157	159
246	158	159
247	158	160
248	159	117
249	160	124
250	162	164
251	162	165
252	163	164
253	163	137
254	164	155
255	165	166
256	167	169
257	172	173
258	172	174
259	173	174
260	173	175
261	173	176
262	175	176
