16.9005	-16.9005	0	0	0	0	0	0	0	0	0	0	0	0
4.4835	0	0	0	-4.4835	0	0	0	0	0	0	0	0	0
0	5.05127	-5.05127	0	0	0	0	0	0	0	0	0	0	0
0	5.67151	0	-5.67151	0	0	0	0	0	0	0	0	0	0
0	5.75109	0	0	-5.75109	0	0	0	0	0	0	0	0	0
0	0	5.84693	-5.84693	0	0	0	0	0	0	0	0	0	0
0	0	0	23.7473	-23.7473	0	0	0	0	0	0	0	0	0
0	0	0	4.78194	0	0	-4.78194	0	0	0	0	0	0	0
0	0	0	1.79798	0	0	0	0	-1.79798	0	0	0	0	0
0	0	0	0	3.96794	-3.96794	0	0	0	0	0	0	0	0
0	0	0	0	0	5.02765	0	0	0	0	-5.02765	0	0	0
0	0	0	0	0	3.90915	0	0	0	0	0	-3.90915	0	0
0	0	0	0	0	7.67636	0	0	0	0	0	0	-7.67636	0
0	0	0	0	0	0	5.67698	-5.67698	0	0	0	0	0	0
0	0	0	0	0	0	9.09008	0	-9.09008	0	0	0	0	0
0	0	0	0	0	0	0	0	11.8343	-11.8343	0	0	0	0
0	0	0	0	0	0	0	0	3.6985	0	0	0	0	-3.6985
0	0	0	0	0	0	0	0	0	5.20644	-5.20644	0	0	0
0	0	0	0	0	0	0	0	0	0	0	5.003	-5.003	0
0	0	0	0	0	0	0	0	0	0	0	0	-2.8734	2.8734
-16.9005	16.9005	0	0	0	0	0	0	0	0	0	0	0	0
-4.4835	0	0	0	4.4835	0	0	0	0	0	0	0	0	0
0	-5.05127	5.05127	0	0	0	0	0	0	0	0	0	0	0
0	-5.67151	0	5.67151	0	0	0	0	0	0	0	0	0	0
0	-5.75109	0	0	5.75109	0	0	0	0	0	0	0	0	0
0	0	-5.84693	5.84693	0	0	0	0	0	0	0	0	0	0
0	0	0	-23.7473	23.7473	0	0	0	0	0	0	0	0	0
0	0	0	-4.78194	0	0	4.78194	0	0	0	0	0	0	0
0	0	0	-1.79798	0	0	0	0	1.79798	0	0	0	0	0
0	0	0	0	-3.96794	3.96794	0	0	0	0	0	0	0	0
0	0	0	0	0	-5.02765	0	0	0	0	5.02765	0	0	0
0	0	0	0	0	-3.90915	0	0	0	0	0	3.90915	0	0
0	0	0	0	0	-7.67636	0	0	0	0	0	0	7.67636	0
0	0	0	0	0	0	-5.67698	5.67698	0	0	0	0	0	0
0	0	0	0	0	0	-9.09008	0	9.09008	0	0	0	0	0
0	0	0	0	0	0	0	0	-11.8343	11.8343	0	0	0	0
0	0	0	0	0	0	0	0	-3.6985	0	0	0	0	3.6985
0	0	0	0	0	0	0	0	0	-5.20644	5.20644	0	0	0
0	0	0	0	0	0	0	0	0	0	0	-5.003	5.003	0
0	0	0	0	0	0	0	0	0	0	0	0	2.8734	-2.8734
21.384	-16.9005	0	0	-4.4835	0	0	0	0	0	0	0	0	0
-16.9005	33.3743	-5.05127	-5.67151	-5.75109	0	0	0	0	0	0	0	0	0
0	-5.05127	10.8982	-5.84693	0	0	0	0	0	0	0	0	0	0
0	-5.67151	-5.84693	41.8457	-23.7473	0	-4.78194	0	-1.79798	0	0	0	0	0
-4.4835	-5.75109	0	-23.7473	37.9499	-3.96794	0	0	0	0	0	0	0	0
0	0	0	0	-3.96794	20.5811	0	0	0	0	-5.02765	-3.90915	-7.67636	0
0	0	0	-4.78194	0	0	19.549	-5.67698	-9.09008	0	0	0	0	0
0	0	0	0	0	0	-5.67698	5.67698	0	0	0	0	0	0
0	0	0	-1.79798	0	0	-9.09008	0	26.4209	-11.8343	0	0	0	-3.6985
0	0	0	0	0	0	0	0	-11.8343	17.0408	-5.20644	0	0	0
0	0	0	0	0	-5.02765	0	0	0	-5.20644	10.2341	0	0	0
0	0	0	0	0	-3.90915	0	0	0	0	0	8.91215	-5.003	0
0	0	0	0	0	-7.67636	0	0	0	0	0	-5.003	15.5528	-2.8734
0	0	0	0	0	0	0	0	-3.6985	0	0	0	-2.8734	6.5719
     
